Step: [1/63528] train_min_loss: [2.8631] train_acc: [0.0500] test_min_loss: [2.9064] test_acc: [0.0400]
Step: [101/63528] train_min_loss: [2.1495] train_acc: [0.2300] test_min_loss: [2.7747] test_acc: [0.0500]
Step: [201/63528] train_min_loss: [2.0165] train_acc: [0.2800] test_min_loss: [2.6354] test_acc: [0.0800]
Step: [301/63528] train_min_loss: [1.8929] train_acc: [0.3300] test_min_loss: [2.6839] test_acc: [0.1600]
Step: [401/63528] train_min_loss: [1.7317] train_acc: [0.4500] test_min_loss: [2.5336] test_acc: [0.1300]
Step: [501/63528] train_min_loss: [1.8260] train_acc: [0.3500] test_min_loss: [2.8276] test_acc: [0.1100]
Step: [601/63528] train_min_loss: [1.8516] train_acc: [0.3100] test_min_loss: [2.7176] test_acc: [0.1500]
Step: [701/63528] train_min_loss: [1.7333] train_acc: [0.3600] test_min_loss: [2.8336] test_acc: [0.1200]
Step: [801/63528] train_min_loss: [1.6614] train_acc: [0.3800] test_min_loss: [2.6027] test_acc: [0.1700]
Step: [901/63528] train_min_loss: [1.4390] train_acc: [0.5600] test_min_loss: [2.9391] test_acc: [0.1500]
Step: [1001/63528] train_min_loss: [1.5909] train_acc: [0.4700] test_min_loss: [2.9064] test_acc: [0.1700]
Step: [1101/63528] train_min_loss: [1.7249] train_acc: [0.3900] test_min_loss: [3.2005] test_acc: [0.0900]
Step: [1201/63528] train_min_loss: [1.5562] train_acc: [0.5100] test_min_loss: [2.8587] test_acc: [0.0600]
Step: [1301/63528] train_min_loss: [1.6391] train_acc: [0.4300] test_min_loss: [2.8162] test_acc: [0.1300]
Step: [1401/63528] train_min_loss: [1.5253] train_acc: [0.4800] test_min_loss: [3.0256] test_acc: [0.1400]
Step: [1501/63528] train_min_loss: [1.5734] train_acc: [0.4500] test_min_loss: [3.1447] test_acc: [0.1500]
Step: [1601/63528] train_min_loss: [1.3809] train_acc: [0.5000] test_min_loss: [3.2492] test_acc: [0.2000]
Step: [1701/63528] train_min_loss: [1.5806] train_acc: [0.4200] test_min_loss: [2.9830] test_acc: [0.1300]
Step: [1801/63528] train_min_loss: [1.3352] train_acc: [0.5200] test_min_loss: [3.0940] test_acc: [0.1300]
Step: [1901/63528] train_min_loss: [1.3597] train_acc: [0.5400] test_min_loss: [3.2068] test_acc: [0.1500]
Step: [2001/63528] train_min_loss: [1.3587] train_acc: [0.5600] test_min_loss: [3.1628] test_acc: [0.1700]
Step: [2101/63528] train_min_loss: [1.1898] train_acc: [0.5900] test_min_loss: [3.4615] test_acc: [0.0800]
Step: [2201/63528] train_min_loss: [1.3051] train_acc: [0.5900] test_min_loss: [2.8405] test_acc: [0.1600]
Step: [2301/63528] train_min_loss: [1.2118] train_acc: [0.5600] test_min_loss: [3.5022] test_acc: [0.1200]
Step: [2401/63528] train_min_loss: [1.2038] train_acc: [0.5900] test_min_loss: [3.3088] test_acc: [0.2100]
Step: [2501/63528] train_min_loss: [1.3618] train_acc: [0.5500] test_min_loss: [3.1163] test_acc: [0.2000]
Step: [2601/63528] train_min_loss: [1.2631] train_acc: [0.5000] test_min_loss: [3.5271] test_acc: [0.1800]
Step: [2701/63528] train_min_loss: [1.1091] train_acc: [0.6600] test_min_loss: [2.8873] test_acc: [0.2000]
Step: [2801/63528] train_min_loss: [1.0164] train_acc: [0.6100] test_min_loss: [3.3479] test_acc: [0.1200]
Step: [2901/63528] train_min_loss: [1.1931] train_acc: [0.6000] test_min_loss: [3.3196] test_acc: [0.2700]
Step: [3001/63528] train_min_loss: [1.0196] train_acc: [0.6700] test_min_loss: [3.3981] test_acc: [0.1600]
Step: [3101/63528] train_min_loss: [1.2348] train_acc: [0.6200] test_min_loss: [3.2326] test_acc: [0.1600]
Step: [3201/63528] train_min_loss: [1.0910] train_acc: [0.6100] test_min_loss: [3.6921] test_acc: [0.1700]
Step: [3301/63528] train_min_loss: [1.0144] train_acc: [0.6500] test_min_loss: [3.4234] test_acc: [0.2500]
Step: [3401/63528] train_min_loss: [1.0947] train_acc: [0.6700] test_min_loss: [3.5162] test_acc: [0.1900]
Step: [3501/63528] train_min_loss: [1.1879] train_acc: [0.6300] test_min_loss: [3.7431] test_acc: [0.2200]
