Step: [1/67851] train_min_loss: [2.8522] train_acc: [0.1700] test_min_loss: [2.8355] test_acc: [0.1200]
Step: [101/67851] train_min_loss: [1.6370] train_acc: [0.5300] test_min_loss: [1.4024] test_acc: [0.5100]
Step: [201/67851] train_min_loss: [1.4453] train_acc: [0.5300] test_min_loss: [1.2205] test_acc: [0.5300]
Step: [301/67851] train_min_loss: [1.3889] train_acc: [0.5400] test_min_loss: [1.7094] test_acc: [0.4300]
Step: [401/67851] train_min_loss: [1.0313] train_acc: [0.7100] test_min_loss: [1.3215] test_acc: [0.5700]
Step: [501/67851] train_min_loss: [0.9973] train_acc: [0.7000] test_min_loss: [1.3816] test_acc: [0.5100]
Step: [601/67851] train_min_loss: [0.9382] train_acc: [0.6600] test_min_loss: [1.2231] test_acc: [0.6000]
Step: [701/67851] train_min_loss: [1.0195] train_acc: [0.6700] test_min_loss: [1.5078] test_acc: [0.5600]
Step: [801/67851] train_min_loss: [1.1291] train_acc: [0.6100] test_min_loss: [1.3506] test_acc: [0.5900]
Step: [901/67851] train_min_loss: [0.7585] train_acc: [0.7600] test_min_loss: [0.8496] test_acc: [0.6900]
Step: [1001/67851] train_min_loss: [0.8241] train_acc: [0.7400] test_min_loss: [1.2210] test_acc: [0.6300]
Step: [1101/67851] train_min_loss: [0.9036] train_acc: [0.7000] test_min_loss: [1.1387] test_acc: [0.6900]
Step: [1201/67851] train_min_loss: [0.9003] train_acc: [0.7000] test_min_loss: [0.8792] test_acc: [0.7000]
Step: [1301/67851] train_min_loss: [0.8059] train_acc: [0.7800] test_min_loss: [1.0604] test_acc: [0.6200]
Step: [1401/67851] train_min_loss: [0.8884] train_acc: [0.7400] test_min_loss: [1.3326] test_acc: [0.5900]
Step: [1501/67851] train_min_loss: [0.7976] train_acc: [0.7100] test_min_loss: [1.3022] test_acc: [0.6200]
Step: [1601/67851] train_min_loss: [0.7223] train_acc: [0.7100] test_min_loss: [0.9779] test_acc: [0.6700]
Step: [1701/67851] train_min_loss: [0.8383] train_acc: [0.7300] test_min_loss: [1.2258] test_acc: [0.6700]
Step: [1801/67851] train_min_loss: [0.7894] train_acc: [0.7500] test_min_loss: [0.9302] test_acc: [0.7000]
Step: [1901/67851] train_min_loss: [0.8522] train_acc: [0.7200] test_min_loss: [1.0657] test_acc: [0.6600]
Step: [2001/67851] train_min_loss: [0.8105] train_acc: [0.7500] test_min_loss: [1.0431] test_acc: [0.6400]
Step: [2101/67851] train_min_loss: [0.7839] train_acc: [0.7400] test_min_loss: [1.1117] test_acc: [0.6200]
Step: [2201/67851] train_min_loss: [0.6288] train_acc: [0.7900] test_min_loss: [0.8726] test_acc: [0.7000]
Step: [2301/67851] train_min_loss: [0.7948] train_acc: [0.7500] test_min_loss: [1.0739] test_acc: [0.6700]
Step: [2401/67851] train_min_loss: [0.9000] train_acc: [0.7200] test_min_loss: [1.0368] test_acc: [0.6700]
Step: [2501/67851] train_min_loss: [0.7966] train_acc: [0.8000] test_min_loss: [1.0015] test_acc: [0.6800]
Step: [2601/67851] train_min_loss: [0.7946] train_acc: [0.7300] test_min_loss: [1.1903] test_acc: [0.6900]
Step: [2701/67851] train_min_loss: [0.8509] train_acc: [0.7500] test_min_loss: [1.1460] test_acc: [0.6300]
Step: [2801/67851] train_min_loss: [0.6758] train_acc: [0.8300] test_min_loss: [1.1964] test_acc: [0.6700]
Step: [2901/67851] train_min_loss: [0.6337] train_acc: [0.7900] test_min_loss: [0.8759] test_acc: [0.7700]
Step: [3001/67851] train_min_loss: [0.5823] train_acc: [0.8200] test_min_loss: [1.1781] test_acc: [0.7100]
Step: [3101/67851] train_min_loss: [0.8083] train_acc: [0.7400] test_min_loss: [1.1737] test_acc: [0.6300]
Step: [3201/67851] train_min_loss: [0.8009] train_acc: [0.7600] test_min_loss: [1.0973] test_acc: [0.6800]
Step: [3301/67851] train_min_loss: [0.5897] train_acc: [0.8300] test_min_loss: [1.0420] test_acc: [0.7100]
Step: [3401/67851] train_min_loss: [0.4272] train_acc: [0.8900] test_min_loss: [1.1842] test_acc: [0.6500]
Step: [3501/67851] train_min_loss: [0.6316] train_acc: [0.8100] test_min_loss: [1.0677] test_acc: [0.6900]
Step: [3601/67851] train_min_loss: [0.6724] train_acc: [0.7900] test_min_loss: [1.6526] test_acc: [0.5600]
Step: [3701/67851] train_min_loss: [0.5540] train_acc: [0.8500] test_min_loss: [1.3597] test_acc: [0.6400]
Step: [3801/67851] train_min_loss: [0.5459] train_acc: [0.8100] test_min_loss: [1.2766] test_acc: [0.6200]
Step: [3901/67851] train_min_loss: [0.6932] train_acc: [0.7800] test_min_loss: [1.0797] test_acc: [0.6600]
Step: [4001/67851] train_min_loss: [0.6210] train_acc: [0.8000] test_min_loss: [1.1948] test_acc: [0.6800]
Step: [4101/67851] train_min_loss: [0.6060] train_acc: [0.8100] test_min_loss: [1.1706] test_acc: [0.6400]
Step: [4201/67851] train_min_loss: [0.5511] train_acc: [0.8400] test_min_loss: [1.2448] test_acc: [0.6600]
Step: [4301/67851] train_min_loss: [0.6803] train_acc: [0.7700] test_min_loss: [1.2603] test_acc: [0.6700]
Step: [4401/67851] train_min_loss: [0.7094] train_acc: [0.7600] test_min_loss: [1.3942] test_acc: [0.6100]
Step: [4501/67851] train_min_loss: [0.6888] train_acc: [0.7900] test_min_loss: [0.9169] test_acc: [0.7000]
Step: [4601/67851] train_min_loss: [0.5189] train_acc: [0.8500] test_min_loss: [1.2705] test_acc: [0.6300]
Step: [4701/67851] train_min_loss: [0.6445] train_acc: [0.7600] test_min_loss: [1.3545] test_acc: [0.5900]
Step: [4801/67851] train_min_loss: [0.5304] train_acc: [0.8000] test_min_loss: [1.5711] test_acc: [0.6300]
