Step: [1/67851] train_min_loss: [3.6373] train_acc: [0.0800] test_min_loss: [3.5208] test_acc: [0.0900]
Step: [251/67851] train_min_loss: [0.9292] train_acc: [0.7300] test_min_loss: [1.1633] test_acc: [0.6200]
Step: [501/67851] train_min_loss: [0.8598] train_acc: [0.7200] test_min_loss: [1.4303] test_acc: [0.6600]
Step: [751/67851] train_min_loss: [0.7367] train_acc: [0.7300] test_min_loss: [1.3455] test_acc: [0.6200]
Step: [1001/67851] train_min_loss: [0.7893] train_acc: [0.7900] test_min_loss: [1.3567] test_acc: [0.5600]
Step: [1251/67851] train_min_loss: [0.8537] train_acc: [0.7300] test_min_loss: [1.1189] test_acc: [0.7000]
Step: [1501/67851] train_min_loss: [0.6669] train_acc: [0.7800] test_min_loss: [1.1345] test_acc: [0.5900]
Step: [1751/67851] train_min_loss: [0.6337] train_acc: [0.7900] test_min_loss: [0.9961] test_acc: [0.6600]
Step: [2001/67851] train_min_loss: [0.6083] train_acc: [0.7500] test_min_loss: [1.2519] test_acc: [0.6000]
Step: [2251/67851] train_min_loss: [0.5368] train_acc: [0.8400] test_min_loss: [0.9072] test_acc: [0.7300]
Step: [2501/67851] train_min_loss: [0.4471] train_acc: [0.8900] test_min_loss: [0.9561] test_acc: [0.6300]
Step: [2751/67851] train_min_loss: [0.4923] train_acc: [0.8300] test_min_loss: [1.2046] test_acc: [0.6600]
Step: [3001/67851] train_min_loss: [0.4106] train_acc: [0.8600] test_min_loss: [1.2502] test_acc: [0.7400]
Step: [3251/67851] train_min_loss: [0.4514] train_acc: [0.8600] test_min_loss: [1.2278] test_acc: [0.7000]
Step: [3501/67851] train_min_loss: [0.3769] train_acc: [0.8900] test_min_loss: [1.0196] test_acc: [0.7200]
Step: [3751/67851] train_min_loss: [0.5050] train_acc: [0.8700] test_min_loss: [1.0266] test_acc: [0.7000]
Step: [4001/67851] train_min_loss: [0.4100] train_acc: [0.8700] test_min_loss: [1.4315] test_acc: [0.6500]
Step: [4251/67851] train_min_loss: [0.2923] train_acc: [0.8900] test_min_loss: [1.2021] test_acc: [0.7400]
Step: [4501/67851] train_min_loss: [0.2747] train_acc: [0.9400] test_min_loss: [1.9266] test_acc: [0.6300]
Step: [4751/67851] train_min_loss: [0.3741] train_acc: [0.8600] test_min_loss: [1.4505] test_acc: [0.6900]
Step: [5001/67851] train_min_loss: [0.3368] train_acc: [0.8900] test_min_loss: [1.9159] test_acc: [0.6000]
Step: [5251/67851] train_min_loss: [0.2933] train_acc: [0.9300] test_min_loss: [1.1832] test_acc: [0.7100]
Step: [5501/67851] train_min_loss: [0.2906] train_acc: [0.9100] test_min_loss: [1.5180] test_acc: [0.7000]
Step: [5751/67851] train_min_loss: [0.2103] train_acc: [0.9500] test_min_loss: [2.3284] test_acc: [0.6000]
Step: [6001/67851] train_min_loss: [0.1983] train_acc: [0.9300] test_min_loss: [1.8045] test_acc: [0.5900]
Step: [6251/67851] train_min_loss: [0.1652] train_acc: [0.9500] test_min_loss: [1.5585] test_acc: [0.7000]
Step: [6501/67851] train_min_loss: [0.1531] train_acc: [0.9700] test_min_loss: [1.2959] test_acc: [0.6500]
Step: [6751/67851] train_min_loss: [0.2286] train_acc: [0.9200] test_min_loss: [1.1701] test_acc: [0.7600]
Step: [7001/67851] train_min_loss: [0.2136] train_acc: [0.9200] test_min_loss: [1.6772] test_acc: [0.7200]
Step: [7251/67851] train_min_loss: [0.1434] train_acc: [0.9700] test_min_loss: [1.7739] test_acc: [0.6800]
Step: [7501/67851] train_min_loss: [0.2241] train_acc: [0.9100] test_min_loss: [2.0846] test_acc: [0.6500]
Step: [7751/67851] train_min_loss: [0.2106] train_acc: [0.9200] test_min_loss: [2.2293] test_acc: [0.6600]
Step: [8001/67851] train_min_loss: [0.1645] train_acc: [0.9300] test_min_loss: [1.7650] test_acc: [0.7400]
Step: [8251/67851] train_min_loss: [0.2170] train_acc: [0.9100] test_min_loss: [2.7019] test_acc: [0.6400]
